indicator_id,indicator_name,unit,frequency,week_ending,US_value,US_prior,US_wow_pct,EA_value,EA_prior,EA_wow_pct,SG_value,SG_prior,SG_wow_pct,CN_value,CN_prior,CN_wow_pct,IN_value,IN_prior,IN_wow_pct,SL_value,SL_prior,SL_wow_pct,ingested_at
F2,FX vs USD (WoW %),% WoW,Weekly,2025-10-31,99.80000305175781,98.94999694824219,0.859,1.157246708869934,1.1618045568466187,-0.3923,-1.2992000579833984,-1.2985999584197998,0.0462,-7.109799861907959,-7.125699996948242,-0.2231,-88.6344985961914,-87.77899932861328,0.9746,-301.3500061035156,-299.98406982421875,0.4553,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2025-11-07,99.5999984741211,99.80000305175781,-0.2004,1.1549211740493774,1.157246708869934,-0.201,-1.304129958152771,-1.2992000579833984,0.3795,-7.118599891662598,-7.109799861907959,0.1238,-88.6729965209961,-88.6344985961914,0.0434,-301.8240966796875,-301.3500061035156,0.1573,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2025-11-14,99.2699966430664,99.5999984741211,-0.3313,1.1631964445114136,1.1549211740493774,0.7165,-1.3011800050735474,-1.304129958152771,-0.2262,-7.111999988555908,-7.118599891662598,-0.0927,-88.81610107421875,-88.6729965209961,0.1614,-302.5352783203125,-301.8240966796875,0.2356,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2025-11-21,100.18000030517578,99.2699966430664,0.9167,1.1534557342529297,1.1631964445114136,-0.8374,-1.3073400259017944,-1.3011800050735474,0.4734,-7.107500076293945,-7.111999988555908,-0.0633,-88.69219970703125,-88.81610107421875,-0.1395,-305.15997314453125,-302.5352783203125,0.8676,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2025-11-28,99.45999908447266,100.18000030517578,-0.7187,1.1599851846694946,1.1534557342529297,0.5661,-1.296720027923584,-1.3073400259017944,-0.8123,-7.075799942016602,-7.107500076293945,-0.446,-89.36479949951172,-88.69219970703125,0.7584,-304.9532470703125,-305.15997314453125,-0.0677,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2025-12-05,98.98999786376953,99.45999908447266,-0.4726,1.1642799377441406,1.1599851846694946,0.3702,-1.2964400053024292,-1.296720027923584,-0.0216,-7.071400165557861,-7.075799942016602,-0.0622,-89.8364028930664,-89.36479949951172,0.5277,-305.7425231933594,-304.9532470703125,0.2588,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2025-12-12,98.4000015258789,98.98999786376953,-0.596,1.1739431619644165,1.1642799377441406,0.83,-1.2917499542236328,-1.2964400053024292,-0.3618,-7.0578999519348145,-7.071400165557861,-0.1909,-90.25299835205078,-89.8364028930664,0.4637,-306.1881103515625,-305.7425231933594,0.1457,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2025-12-19,98.5999984741211,98.4000015258789,0.2032,1.1725666522979736,1.1739431619644165,-0.1173,-1.2897000312805176,-1.2917499542236328,-0.1587,-7.040500164031982,-7.0578999519348145,-0.2465,-90.25579833984375,-90.25299835205078,0.0031,-306.5963134765625,-306.1881103515625,0.1333,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2025-12-26,98.0199966430664,98.5999984741211,-0.5882,1.1785364151000977,1.1725666522979736,0.5091,-1.2841099500656128,-1.2897000312805176,-0.4334,-7.0279998779296875,-7.040500164031982,-0.1775,-90.10590362548828,-90.25579833984375,-0.1661,-306.4895324707031,-306.5963134765625,-0.0348,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2026-01-02,98.41999816894531,98.0199966430664,0.4081,1.175046682357788,1.1785364151000977,-0.2961,-1.2847000360488892,-1.2841099500656128,0.046,-6.996099948883057,-7.0279998779296875,-0.4539,-89.96189880371094,-90.10590362548828,-0.1598,-306.8994140625,-306.4895324707031,0.1337,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2026-01-09,99.12999725341797,98.41999816894531,0.7214,1.1657865047454834,1.175046682357788,-0.7881,-1.285099983215332,-1.2847000360488892,0.0311,-6.983500003814697,-6.996099948883057,-0.1801,-89.90540313720703,-89.96189880371094,-0.0628,-306.11798095703125,-306.8994140625,-0.2546,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2026-01-16,99.38999938964844,99.12999725341797,0.2623,1.1609008312225342,1.1657865047454834,-0.4191,-1.2878899574279785,-1.285099983215332,0.2171,-6.966000080108643,-6.983500003814697,-0.2506,-90.36160278320312,-89.90540313720703,0.5074,-306.36785888671875,-306.11798095703125,0.0816,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2026-01-23,97.5999984741211,99.38999938964844,-1.801,1.1754610538482666,1.1609008312225342,1.2542,-1.2800999879837036,-1.2878899574279785,-0.6049,-6.972599983215332,-6.966000080108643,0.0947,-91.55829620361328,-90.36160278320312,1.3243,-306.7190246582031,-306.36785888671875,0.1146,2026-06-09T07:11:59.575720
F2,FX vs USD (WoW %),% WoW,Weekly,2026-01-30,96.98999786376953,97.5999984741211,-0.625,1.19657301902771,1.1754610538482666,1.7961,-1.2638700008392334,-1.2800999879837036,-1.2679,-6.947999954223633,-6.972599983215332,-0.3528,-91.78189849853516,-91.55829620361328,0.2442,-306.42279052734375,-306.7190246582031,-0.0966,2026-06-09T07:11:59.575720
